#YY MM DD hh mm WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS TIDE
2021 6 08 11 40 169 3.4 4.4 1.00 8.33 5.82 133 1023.1 25.7 25.9 24.0 99.0 99.00
2021 6 08 11 50 168 3.5 4.4 99.00 99.00 99.00 999 1023.2 25.7 25.9 24.0 99.0 99.00
2021 6 08 12 00 160 3.8 5.0 99.00 99.00 99.00 999 1023.2 25.7 25.9 24.0 99.0 99.00
2021 6 08 12 10 162 4.4 5.3 99.00 99.00 99.00 999 1023.2 25.7 25.9 23.9 99.0 99.00
2021 6 08 12 20 165 4.1 5.1 99.00 99.00 99.00 999 1023.4 25.8 25.9 24.0 99.0 99.00
2021 6 08 12 30 173 4.2 5.2 99.00 99.00 99.00 999 1023.5 25.8 25.9 24.0 99.0 99.00
2021 6 08 12 40 174 3.7 4.8 0.95 7.69 5.82 118 1023.6 25.8 25.9 23.9 99.0 99.00
2021 6 08 12 50 171 3.9 4.9 99.00 99.00 99.00 999 1023.7 25.9 25.9 23.9 99.0 99.00
2021 6 08 13 00 174 3.8 4.8 99.00 99.00 99.00 999 1023.8 25.9 25.9 24.1 99.0 99.00
2021 6 08 13 10 165 4.0 4.9 99.00 99.00 99.00 999 1023.8 25.8 25.9 24.0 99.0 99.00
2021 6 08 13 20 179 4.1 5.0 99.00 99.00 99.00 999 1023.9 25.8 25.9 23.8 99.0 99.00
2021 6 08 13 30 188 4.3 5.1 99.00 99.00 99.00 999 1023.8 25.8 25.9 23.8 99.0 99.00
2021 6 08 13 40 186 4.4 5.1 1.01 8.33 5.81 125 1023.7 25.8 25.9 23.7 99.0 99.00
2021 6 08 13 50 179 4.4 5.3 99.00 99.00 99.00 999 1023.8 25.8 25.8 23.8 99.0 99.00
2021 6 08 14 00 186 4.5 5.5 99.00 99.00 99.00 999 1023.8 25.8 25.8 23.8 99.0 99.00
2021 6 08 14 10 180 4.6 5.6 99.00 99.00 99.00 999 1023.9 25.9 25.8 23.9 99.0 99.00
2021 6 08 14 20 177 4.8 5.5 99.00 99.00 99.00 999 1023.9 25.9 25.8 23.8 99.0 99.00
2021 6 08 14 30 182 4.8 6.0 99.00 99.00 99.00 999 1023.9 25.8 25.8 23.8 99.0 99.00
2021 6 08 14 40 179 4.9 6.0 1.02 8.33 5.72 124 1023.9 25.8 25.8 23.8 99.0 99.00
2021 6 08 14 50 176 5.2 6.3 99.00 99.00 99.00 999 1023.9 25.8 25.8 23.7 99.0 99.00
2021 6 08 15 00 183 4.6 5.5 99.00 99.00 99.00 999 1024.0 25.8 25.8 23.8 99.0 99.00
2021 6 08 15 10 187 5.0 6.1 99.00 99.00 99.00 999 1024.0 25.8 25.8 23.7 99.0 99.00
2021 6 08 15 20 185 4.9 5.9 99.00 99.00 99.00 999 1024.0 25.8 25.8 23.6 99.0 99.00
2021 6 08 15 30 185 4.8 5.5 99.00 99.00 99.00 999 1024.1 25.8 25.8 23.7 99.0 99.00
2021 6 08 15 40 183 4.5 5.4 1.03 8.33 5.59 127 1024.0 25.9 25.8 23.6 99.0 99.00
2021 6 08 15 50 187 4.5 5.5 99.00 99.00 99.00 999 1024.1 25.9 25.7 23.3 99.0 99.00
2021 6 08 16 00 183 4.4 5.4 99.00 99.00 99.00 999 1024.0 26.0 25.8 23.3 99.0 99.00
2021 6 08 16 10 177 4.7 5.4 99.00 99.00 99.00 999 1023.9 26.0 25.8 23.6 99.0 99.00
2021 6 08 16 20 179 4.9 5.7 99.00 99.00 99.00 999 1023.9 26.0 25.8 23.8 99.0 99.00
2021 6 08 16 30 176 4.8 6.0 99.00 99.00 99.00 999 1023.9 25.9 25.8 23.9 99.0 99.00
2021 6 08 16 40 177 4.9 6.0 0.94 7.69 5.45 115 1023.9 25.9 25.9 23.9 99.0 99.00
2021 6 08 16 50 180 4.7 5.9 99.00 99.00 99.00 999 1023.9 25.9 25.9 23.9 99.0 99.00
2021 6 08 17 00 182 4.9 6.0 99.00 99.00 99.00 999 1023.8 25.9 25.9 23.8 99.0 99.00
2021 6 08 17 10 182 4.8 6.3 99.00 99.00 99.00 999 1023.7 25.9 25.9 23.8 99.0 99.00
2021 6 08 17 20 187 4.6 5.7 99.00 99.00 99.00 999 1023.9 25.9 25.9 23.7 99.0 99.00
2021 6 08 17 30 195 4.5 5.5 99.00 99.00 99.00 999 1023.8 26.0 26.0 23.4 99.0 99.00
2021 6 08 17 40 186 4.3 5.3 0.98 8.33 5.35 122 1023.7 26.0 26.0 23.5 99.0 99.00
2021 6 08 17 50 186 4.1 5.4 99.00 99.00 99.00 999 1023.7 26.0 26.0 23.6 99.0 99.00
2021 6 08 18 00 185 4.3 5.3 99.00 99.00 99.00 999 1023.7 26.1 26.1 23.4 99.0 99.00
2021 6 08 18 10 186 4.3 5.3 99.00 99.00 99.00 999 1023.5 26.1 26.1 23.6 99.0 99.00
2021 6 08 18 20 178 4.4 5.4 99.00 99.00 99.00 999 1023.4 26.1 26.1 23.5 99.0 99.00
2021 6 08 18 30 181 4.4 5.6 99.00 99.00 99.00 999 1023.4 26.1 26.1 23.6 99.0 99.00
2021 6 08 18 40 188 4.5 5.5 1.02 8.33 5.56 134 1023.4 26.1 26.1 23.5 99.0 99.00
2021 6 08 18 50 186 4.4 5.6 99.00 99.00 99.00 999 1023.4 26.1 26.1 23.7 99.0 99.00
2021 6 08 19 00 190 4.4 5.4 99.00 99.00 99.00 999 1023.3 26.1 26.1 23.7 99.0 99.00
2021 6 08 19 10 199 4.1 5.0 99.00 99.00 99.00 999 1023.2 26.2 26.2 23.5 99.0 99.00
2021 6 08 19 20 205 4.1 5.1 99.00 99.00 99.00 999 1023.2 26.2 26.2 23.6 99.0 99.00
2021 6 08 19 30 243 4.6 5.8 99.00 99.00 99.00 999 1023.2 25.9 26.2 23.4 99.0 99.00
2021 6 08 19 40 247 3.9 4.9 1.03 7.69 5.59 132 1023.1 25.8 26.2 23.3 99.0 99.00
2021 6 08 19 50 241 3.3 4.3 99.00 99.00 99.00 999 1022.8 26.0 26.2 23.3 99.0 99.00
2021 6 08 20 00 234 3.2 4.3 99.00 99.00 99.00 999 1022.8 26.1 26.3 23.4 99.0 99.00
2021 6 08 20 10 225 2.8 3.6 99.00 99.00 99.00 999 1022.6 26.2 26.3 23.6 99.0 99.00
2021 6 08 20 20 212 2.3 3.3 99.00 99.00 99.00 999 1022.5 26.2 26.3 23.6 99.0 99.00
2021 6 08 20 30 201 2.7 4.0 99.00 99.00 99.00 999 1022.4 26.3 26.3 23.7 99.0 99.00
2021 6 08 20 40 191 3.4 4.4 0.94 8.33 5.62 131 1022.2 26.3 26.3 23.7 99.0 99.00
2021 6 08 20 50 188 3.6 4.4 99.00 99.00 99.00 999 1022.2 26.3 26.3 23.6 99.0 99.00
2021 6 08 21 00 187 3.7 4.4 99.00 99.00 99.00 999 1022.1 26.3 26.3 23.7 99.0 99.00
2021 6 08 21 10 185 3.8 4.5 99.00 99.00 99.00 999 1022.0 26.2 26.3 23.5 99.0 99.00
2021 6 08 21 20 188 3.2 4.1 99.00 99.00 99.00 999 1022.0 26.2 26.3 23.7 99.0 99.00
2021 6 08 21 30 200 3.2 4.1 99.00 99.00 99.00 999 1022.0 26.2 26.2 23.5 99.0 99.00
2021 6 08 21 40 197 3.2 3.9 0.99 7.69 5.58 119 1022.0 26.2 26.2 23.5 99.0 99.00
2021 6 08 21 50 192 3.4 4.4 99.00 99.00 99.00 999 1021.9 26.3 26.2 23.5 99.0 99.00
2021 6 08 22 00 197 3.1 3.9 99.00 99.00 99.00 999 1021.8 26.3 26.2 23.4 99.0 99.00
2021 6 08 22 10 195 3.4 4.1 99.00 99.00 99.00 999 1021.7 26.3 26.2 23.3 99.0 99.00
2021 6 08 22 20 190 3.3 4.2 99.00 99.00 99.00 999 1021.7 26.3 26.2 23.2 99.0 99.00
2021 6 08 22 30 193 3.3 4.2 99.00 99.00 99.00 999 1021.7 26.3 26.2 23.0 99.0 99.00
2021 6 08 22 40 191 3.9 4.8 0.85 8.33 5.48 130 1021.6 26.3 26.2 23.0 99.0 99.00
2021 6 08 22 50 193 4.1 5.0 99.00 99.00 99.00 999 1021.6 26.3 26.2 22.9 99.0 99.00
2021 6 08 23 00 190 3.6 4.4 99.00 99.00 99.00 999 1021.7 26.3 26.2 23.1 99.0 99.00
2021 6 08 23 10 190 3.8 4.8 99.00 99.00 99.00 999 1021.7 26.2 26.2 23.0 99.0 99.00
2021 6 08 23 20 191 3.6 4.4 99.00 99.00 99.00 999 1021.8 26.1 26.2 22.9 99.0 99.00
2021 6 08 23 30 190 3.6 4.3 99.00 99.00 99.00 999 1021.9 26.1 26.2 22.8 99.0 99.00
2021 6 08 23 40 192 3.7 4.6 0.88 8.33 5.77 126 1022.0 26.1 26.2 22.7 99.0 99.00
2021 6 08 23 50 191 3.8 4.4 99.00 99.00 99.00 999 1022.0 26.1 26.2 22.8 99.0 99.00
2021 6 09 00 00 180 3.6 4.3 99.00 99.00 99.00 999 1021.9 26.1 26.2 23.1 99.0 99.00
2021 6 09 00 10 178 3.9 4.7 99.00 99.00 99.00 999 1021.9 26.0 26.2 23.2 99.0 99.00
2021 6 09 00 20 177 4.0 5.2 99.00 99.00 99.00 999 1021.9 25.9 26.2 23.2 99.0 99.00
2021 6 09 00 30 172 4.3 5.0 99.00 99.00 99.00 999 1021.9 25.9 26.1 23.2 99.0 99.00
2021 6 09 00 40 175 4.2 5.1 0.89 7.69 5.77 130 1022.0 25.9 26.1 23.3 99.0 99.00
2021 6 09 00 50 175 4.1 5.0 99.00 99.00 99.00 999 1022.0 25.8 26.0 23.2 99.0 99.00
2021 6 09 01 00 170 4.4 5.4 99.00 99.00 99.00 999 1022.2 25.8 26.1 23.0 99.0 99.00
2021 6 09 01 10 173 4.5 5.5 99.00 99.00 99.00 999 1022.3 25.8 26.1 23.0 99.0 99.00
2021 6 09 01 20 169 4.4 5.3 99.00 99.00 99.00 999 1022.4 25.8 26.1 22.9 99.0 99.00
2021 6 09 01 30 174 4.3 5.4 99.00 99.00 99.00 999 1022.5 25.9 26.1 22.8 99.0 99.00
2021 6 09 01 40 175 4.3 5.3 0.96 8.33 5.73 135 1022.5 25.9 26.1 23.1 99.0 99.00
2021 6 09 01 50 171 4.5 5.4 99.00 99.00 99.00 999 1022.6 25.8 26.1 23.2 99.0 99.00
2021 6 09 02 00 172 4.4 5.3 99.00 99.00 99.00 999 1022.7 25.8 26.2 23.0 99.0 99.00
2021 6 09 02 10 166 4.6 5.4 99.00 99.00 99.00 999 1022.9 25.8 26.2 22.9 99.0 99.00
2021 6 09 02 20 172 4.4 5.5 99.00 99.00 99.00 999 1022.9 25.8 26.1 22.9 99.0 99.00
2021 6 09 02 30 171 4.3 5.0 99.00 99.00 99.00 999 1023.0 25.8 26.1 22.7 99.0 99.00
2021 6 09 02 40 171 4.0 4.9 1.02 8.33 5.83 136 1023.0 25.9 26.1 22.6 99.0 99.00
2021 6 09 02 50 172 4.3 5.4 99.00 99.00 99.00 999 1023.1 25.8 26.1 22.6 99.0 99.00
2021 6 09 03 00 168 4.8 5.8 99.00 99.00 99.00 999 1023.2 25.8 26.1 23.0 99.0 99.00
2021 6 09 03 10 167 4.8 6.0 99.00 99.00 99.00 999 1023.2 25.7 26.1 22.9 99.0 99.00
2021 6 09 03 20 168 4.8 5.6 99.00 99.00 99.00 999 1023.2 25.7 26.1 23.0 99.0 99.00
2021 6 09 03 30 175 4.9 5.8 99.00 99.00 99.00 999 1023.2 25.7 26.1 22.9 99.0 99.00
2021 6 09 03 40 179 4.4 5.5 0.94 7.69 5.59 137 1023.1 25.7 26.1 22.9 99.0 99.00
2021 6 09 03 50 179 4.6 6.0 99.00 99.00 99.00 999 1022.9 25.7 26.1 22.9 99.0 99.00
2021 6 09 04 00 175 4.5 5.3 99.00 99.00 99.00 999 1022.8 25.7 26.1 22.9 99.0 99.00
2021 6 09 04 10 177 4.8 5.7 99.00 99.00 99.00 999 1022.6 25.7 26.1 22.8 99.0 99.00
2021 6 09 04 20 178 4.7 5.8 99.00 99.00 99.00 999 1022.7 25.7 26.1 22.6 99.0 99.00
2021 6 09 04 30 174 4.7 5.5 99.00 99.00 99.00 999 1022.6 25.7 26.1 22.5 99.0 99.00
2021 6 09 04 40 176 4.9 5.7 0.93 6.25 5.43 153 1022.6 25.8 26.1 22.3 99.0 99.00
2021 6 09 04 50 181 4.9 6.0 99.00 99.00 99.00 999 1022.5 25.8 26.1 22.2 99.0 99.00
2021 6 09 05 00 177 4.9 6.1 99.00 99.00 99.00 999 1022.5 25.8 26.1 22.6 99.0 99.00
2021 6 09 05 10 182 4.7 5.6 99.00 99.00 99.00 999 1022.6 25.7 26.1 22.7 99.0 99.00
2021 6 09 05 20 189 4.6 5.6 99.00 99.00 99.00 999 1022.5 25.7 26.1 22.8 99.0 99.00
2021 6 09 05 30 184 4.7 5.5 99.00 99.00 99.00 999 1022.4 25.6 26.1 22.8 99.0 99.00
2021 6 09 05 40 186 4.4 5.3 1.01 8.33 5.58 140 1022.3 25.6 26.1 23.0 99.0 99.00
2021 6 09 05 50 179 4.6 5.5 99.00 99.00 99.00 999 1022.3 25.6 26.2 23.2 99.0 99.00
2021 6 09 06 00 187 4.8 5.9 99.00 99.00 99.00 999 1022.3 25.5 26.2 23.0 99.0 99.00
2021 6 09 06 10 185 4.8 5.8 99.00 99.00 99.00 999 1022.2 25.5 26.2 22.9 99.0 99.00
2021 6 09 06 20 181 4.8 5.8 99.00 99.00 99.00 999 1022.2 25.5 26.2 22.9 99.0 99.00
2021 6 09 06 30 181 4.7 5.8 99.00 99.00 99.00 999 1022.2 25.5 26.2 22.8 99.0 99.00
2021 6 09 06 40 187 4.6 5.6 0.97 7.69 5.65 124 1022.3 25.5 26.2 22.9 99.0 99.00
2021 6 09 06 50 187 4.8 5.8 99.00 99.00 99.00 999 1022.3 25.5 26.2 22.9 99.0 99.00
2021 6 09 07 00 186 4.4 5.4 99.00 99.00 99.00 999 1022.3 25.5 26.2 22.8 99.0 99.00
2021 6 09 07 10 193 4.6 5.5 99.00 99.00 99.00 999 1022.2 25.5 26.2 22.5 99.0 99.00
2021 6 09 07 20 193 4.3 5.3 99.00 99.00 99.00 999 1022.3 25.5 26.2 22.7 99.0 99.00
2021 6 09 07 30 193 4.7 5.7 99.00 99.00 99.00 999 1022.3 25.5 26.1 22.6 99.0 99.00
2021 6 09 07 40 190 4.4 5.5 0.93 7.69 5.56 136 1022.2 25.5 26.1 22.8 99.0 99.00
2021 6 09 07 50 186 4.2 5.0 99.00 99.00 99.00 999 1022.2 25.5 26.1 23.0 99.0 99.00
2021 6 09 08 00 184 4.4 5.5 99.00 99.00 99.00 999 1022.2 25.4 26.1 22.9 99.0 99.00
2021 6 09 08 10 180 4.3 5.3 99.00 99.00 99.00 999 1022.1 25.4 26.1 22.8 99.0 99.00
2021 6 09 08 20 181 4.3 5.3 99.00 99.00 99.00 999 1021.9 25.4 26.1 22.8 99.0 99.00
2021 6 09 08 30 179 4.6 5.6 99.00 99.00 99.00 999 1021.8 25.4 26.1 22.8 99.0 99.00
2021 6 09 08 40 182 4.7 5.8 0.97 8.33 5.50 109 1021.8 25.3 26.1 22.7 99.0 99.00
2021 6 09 08 50 179 4.5 5.5 99.00 99.00 99.00 999 1021.7 25.3 26.0 22.5 99.0 99.00
2021 6 09 09 00 179 4.8 5.6 99.00 99.00 99.00 999 1021.7 25.3 26.0 22.6 99.0 99.00
2021 6 09 09 10 176 4.8 5.7 99.00 99.00 99.00 999 1021.8 25.3 26.0 22.5 99.0 99.00
2021 6 09 09 20 181 4.4 5.3 99.00 99.00 99.00 999 1021.7 25.3 26.0 22.6 99.0 99.00
2021 6 09 09 30 187 4.4 5.3 99.00 99.00 99.00 999 1021.8 25.3 26.0 22.5 99.0 99.00
2021 6 09 09 40 188 4.0 5.1 0.97 7.69 5.46 124 1021.8 25.3 26.0 22.5 99.0 99.00
2021 6 09 09 50 187 4.3 5.2 99.00 99.00 99.00 999 1021.7 25.3 26.0 22.5 99.0 99.00
2021 6 09 10 00 183 3.9 5.0 99.00 99.00 99.00 999 1021.7 25.3 26.0 22.7 99.0 99.00
2021 6 09 10 10 185 3.9 5.0 99.00 99.00 99.00 999 1021.7 25.3 26.0 23.0 99.0 99.00
2021 6 09 10 20 186 4.5 5.5 99.00 99.00 99.00 999 1021.7 25.2 26.0 22.8 99.0 99.00
2021 6 09 10 30 180 4.4 5.4 99.00 99.00 99.00 999 1021.7 25.2 26.0 22.7 99.0 99.00
2021 6 09 10 40 176 4.5 5.5 1.00 8.33 5.81 118 1021.8 25.2 26.0 22.7 99.0 99.00
2021 6 09 10 50 185 4.4 5.5 99.00 99.00 99.00 999 1021.8 25.2 26.0 22.4 99.0 99.00
2021 6 09 11 00 180 4.1 4.9 99.00 99.00 99.00 999 1021.8 25.3 26.0 22.4 99.0 99.00
2021 6 09 11 10 178 3.9 5.0 99.00 99.00 99.00 999 1021.8 25.3 26.0 22.3 99.0 99.00
2021 6 09 11 20 174 3.7 4.8 99.00 99.00 99.00 999 1021.9 25.4 26.0 22.3 99.0 99.00
2021 6 09 11 30 172 3.8 5.2 99.00 99.00 99.00 999 1021.7 25.4 26.0 22.1 99.0 99.00
2021 6 09 11 40 163 3.8 5.0 1.00 7.14 5.71 115 1021.6 25.5 26.0 22.0 99.0 99.00
2021 6 09 11 50 173 4.0 5.0 99.00 99.00 99.00 999 1021.5 25.5 26.0 21.9 99.0 99.00
2021 6 09 12 00 172 4.0 5.1 99.00 99.00 99.00 999 1021.7 25.5 26.0 21.9 99.0 99.00
2021 6 09 12 10 174 4.0 5.3 99.00 99.00 99.00 999 1021.8 25.5 26.0 22.0 99.0 99.00
2021 6 09 12 20 180 4.0 4.8 99.00 99.00 99.00 999 1021.8 25.5 26.0 21.7 99.0 99.00
2021 6 09 12 30 185 4.1 5.0 99.00 99.00 99.00 999 1021.8 25.6 26.0 22.0 99.0 99.00
2021 6 09 12 40 180 4.2 5.1 0.95 7.69 5.60 127 1021.7 25.5 26.0 21.8 99.0 99.00
2021 6 09 12 50 177 4.0 4.9 99.00 99.00 99.00 999 1021.8 25.5 26.0 21.9 99.0 99.00
2021 6 09 13 00 176 4.4 5.6 99.00 99.00 99.00 999 1021.8 25.5 26.0 21.9 99.0 99.00
2021 6 09 13 10 179 4.5 5.3 99.00 99.00 99.00 999 1021.8 25.5 26.0 21.9 99.0 99.00
2021 6 09 13 20 176 4.4 5.4 99.00 99.00 99.00 999 1021.8 25.5 26.1 21.8 99.0 99.00
2021 6 09 13 30 181 4.4 5.5 99.00 99.00 99.00 999 1021.8 25.5 26.1 21.6 99.0 99.00
2021 6 09 13 40 174 4.6 5.8 0.99 8.33 5.83 124 1021.9 25.5 26.1 21.6 99.0 99.00
2021 6 09 13 50 177 4.5 5.6 99.00 99.00 99.00 999 1022.0 25.5 26.1 21.8 99.0 99.00
2021 6 09 14 00 179 4.5 5.6 99.00 99.00 99.00 999 1022.1 25.5 26.1 21.8 99.0 99.00
2021 6 09 14 10 185 4.5 5.6 99.00 99.00 99.00 999 1022.2 25.5 26.1 22.0 99.0 99.00
2021 6 09 14 20 187 4.3 5.6 99.00 99.00 99.00 999 1022.2 25.5 26.1 22.2 99.0 99.00
2021 6 09 14 30 185 4.4 5.5 99.00 99.00 99.00 999 1022.3 25.5 26.0 22.2 99.0 99.00
2021 6 09 14 40 187 4.6 5.8 0.98 7.69 5.66 124 1022.3 25.5 26.0 22.1 99.0 99.00
2021 6 09 14 50 187 4.6 5.5 99.00 99.00 99.00 999 1022.3 25.5 26.0 22.1 99.0 99.00
2021 6 09 15 00 185 4.6 5.9 99.00 99.00 99.00 999 1022.4 25.5 26.0 22.2 99.0 99.00
2021 6 09 15 10 189 4.6 5.7 99.00 99.00 99.00 999 1022.4 25.5 26.0 22.1 99.0 99.00
2021 6 09 15 20 189 4.5 5.7 99.00 99.00 99.00 999 1022.5 25.5 26.0 22.2 99.0 99.00
2021 6 09 15 30 194 4.4 5.3 99.00 99.00 99.00 999 1022.5 25.6 26.0 22.1 99.0 99.00
2021 6 09 15 40 197 4.3 5.3 0.98 8.33 5.53 124 1022.6 25.6 26.0 22.1 99.0 99.00
2021 6 09 15 50 195 4.3 5.3 99.00 99.00 99.00 999 1022.5 25.6 26.0 22.2 99.0 99.00
2021 6 09 16 00 189 4.2 5.5 99.00 99.00 99.00 999 1022.5 25.6 26.0 22.2 99.0 99.00
2021 6 09 16 10 195 4.4 5.1 99.00 99.00 99.00 999 1022.6 25.6 26.0 22.3 99.0 99.00
2021 6 09 16 20 195 4.6 5.5 99.00 99.00 99.00 999 1022.6 25.6 26.0 22.3 99.0 99.00
2021 6 09 16 30 198 4.4 5.5 99.00 99.00 99.00 999 1022.7 25.6 26.0 22.4 99.0 99.00
2021 6 09 16 40 201 4.4 5.6 0.90 9.09 5.50 130 1022.6 25.7 26.0 22.3 99.0 99.00
2021 6 09 16 50 205 4.4 5.6 99.00 99.00 99.00 999 1022.5 25.7 26.0 22.1 99.0 99.00
2021 6 09 17 00 194 4.4 5.5 99.00 99.00 99.00 999 1022.5 25.7 26.0 22.2 99.0 99.00
2021 6 09 17 10 194 4.4 5.5 99.00 99.00 99.00 999 1022.5 25.7 26.0 22.3 99.0 99.00
2021 6 09 17 20 196 4.9 5.9 99.00 99.00 99.00 999 1022.4 25.7 26.0 22.3 99.0 99.00
2021 6 09 17 30 205 4.8 5.9 99.00 99.00 99.00 999 1022.4 25.7 26.0 22.4 99.0 99.00
2021 6 09 17 40 207 4.6 5.6 0.98 8.33 5.75 130 1022.3 25.7 26.0 22.4 99.0 99.00
2021 6 09 17 50 206 4.8 5.7 99.00 99.00 99.00 999 1022.3 25.7 26.0 22.4 99.0 99.00
