#YY MM DD hh mm WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS TIDE
2021 1 01 03 30 145 8.0 9.8 99.00 99.00 99.00 999 1023.2 24.0 23.6 20.5 99.0 99.00
2021 1 01 03 40 143 7.9 10.0 2.50 8.33 5.96 114 1023.0 24.0 23.6 20.7 99.0 99.00
2021 1 01 03 50 143 8.2 11.1 99.00 99.00 99.00 999 1022.9 24.0 23.6 20.7 99.0 99.00
2021 1 01 04 00 144 8.3 10.1 99.00 99.00 99.00 999 1023.0 24.0 23.6 20.6 99.0 99.00
2021 1 01 04 10 142 8.9 11.5 99.00 99.00 99.00 999 1022.9 24.0 23.6 20.5 99.0 99.00
2021 1 01 04 20 143 8.3 11.0 99.00 99.00 99.00 999 1023.2 24.0 23.6 20.6 99.0 99.00
2021 1 01 04 30 145 8.4 11.7 99.00 99.00 99.00 999 1023.3 24.0 23.6 20.6 99.0 99.00
2021 1 01 04 40 150 7.5 9.9 2.42 9.09 5.90 118 1023.4 24.0 23.6 20.7 99.0 99.00
2021 1 01 04 50 160 7.2 9.7 99.00 99.00 99.00 999 1023.4 24.0 23.6 20.3 99.0 99.00
2021 1 01 05 00 165 7.7 9.6 99.00 99.00 99.00 999 1023.3 24.1 23.6 19.8 99.0 99.00
2021 1 01 05 10 162 7.6 9.1 99.00 99.00 99.00 999 1023.3 24.2 23.6 19.9 99.0 99.00
2021 1 01 05 20 154 7.1 9.5 99.00 99.00 99.00 999 1023.3 24.1 23.6 20.3 99.0 99.00
2021 1 01 05 30 153 7.1 9.1 99.00 99.00 99.00 999 1023.2 24.1 23.6 20.2 99.0 99.00
2021 1 01 05 40 154 7.9 10.0 2.34 8.33 5.99 109 1023.2 24.1 23.6 19.9 99.0 99.00
2021 1 01 05 50 152 7.4 9.6 99.00 99.00 99.00 999 1023.4 24.1 23.6 19.9 99.0 99.00
2021 1 01 06 00 151 7.1 9.7 99.00 99.00 99.00 999 1023.6 24.0 23.6 19.8 99.0 99.00
2021 1 01 06 10 151 7.2 9.2 99.00 99.00 99.00 999 1023.7 24.1 23.6 19.7 99.0 99.00
2021 1 01 06 20 152 6.8 8.9 99.00 99.00 99.00 999 1023.8 24.1 23.6 19.8 99.0 99.00
2021 1 01 06 30 150 6.9 8.5 99.00 99.00 99.00 999 1023.5 24.1 23.6 19.8 99.0 99.00
2021 1 01 06 40 144 7.2 9.3 2.13 8.33 5.75 133 1023.4 24.0 23.6 19.8 99.0 99.00
2021 1 01 06 50 147 6.7 8.9 99.00 99.00 99.00 999 1023.7 24.0 23.6 19.9 99.0 99.00
2021 1 01 07 00 147 6.3 7.7 99.00 99.00 99.00 999 1023.8 24.0 23.6 19.9 99.0 99.00
2021 1 01 07 10 143 6.2 8.4 99.00 99.00 99.00 999 1023.7 24.0 23.6 20.1 99.0 99.00
2021 1 01 07 20 140 6.7 8.2 99.00 99.00 99.00 999 1023.7 24.0 23.6 20.1 99.0 99.00
2021 1 01 07 30 140 6.5 7.9 99.00 99.00 99.00 999 1023.6 24.0 23.6 20.1 99.0 99.00
2021 1 01 07 40 142 7.3 9.6 2.15 8.33 5.84 117 1023.5 24.0 23.6 19.9 99.0 99.00
2021 1 01 07 50 140 7.2 9.0 99.00 99.00 99.00 999 1023.3 24.0 23.6 20.1 99.0 99.00
2021 1 01 08 00 137 7.6 9.2 99.00 99.00 99.00 999 1023.1 24.0 23.6 20.4 99.0 99.00
2021 1 01 08 10 139 7.2 8.7 99.00 99.00 99.00 999 1023.3 23.9 23.6 20.5 99.0 99.00
2021 1 01 08 20 140 7.6 9.8 99.00 99.00 99.00 999 1023.3 23.9 23.6 20.4 99.0 99.00
2021 1 01 08 30 144 7.6 9.9 99.00 99.00 99.00 999 1023.1 23.9 23.6 20.4 99.0 99.00
2021 1 01 08 40 146 8.1 10.6 2.28 7.69 6.05 130 1023.1 23.9 23.6 20.4 99.0 99.00
2021 1 01 08 50 146 7.9 9.9 99.00 99.00 99.00 999 1023.3 23.9 23.6 20.4 99.0 99.00
2021 1 01 09 00 146 7.4 9.6 99.00 99.00 99.00 999 1023.1 23.9 23.6 20.4 99.0 99.00
2021 1 01 09 10 146 7.0 8.6 99.00 99.00 99.00 999 1023.2 23.9 23.6 20.5 99.0 99.00
2021 1 01 09 20 144 6.5 8.2 99.00 99.00 99.00 999 1023.4 23.9 23.6 20.7 99.0 99.00
2021 1 01 09 30 139 6.7 8.3 99.00 99.00 99.00 999 1023.4 23.9 23.6 20.7 99.0 99.00
2021 1 01 09 40 141 7.1 8.6 2.17 7.14 5.92 106 1023.4 23.8 23.6 20.5 99.0 99.00
2021 1 01 09 50 141 7.6 9.1 99.00 99.00 99.00 999 1023.2 23.9 23.6 20.4 99.0 99.00
2021 1 01 10 00 141 7.4 9.4 99.00 99.00 99.00 999 1023.3 23.9 23.6 20.5 99.0 99.00
2021 1 01 10 10 141 7.3 9.0 99.00 99.00 99.00 999 1023.2 23.9 23.6 20.6 99.0 99.00
2021 1 01 10 20 142 7.8 9.8 99.00 99.00 99.00 999 1023.1 23.9 23.6 20.6 99.0 99.00
2021 1 01 10 30 138 8.4 10.3 99.00 99.00 99.00 999 1023.0 23.8 23.6 20.5 99.0 99.00
2021 1 01 10 40 139 8.3 10.6 2.11 8.33 5.93 117 1023.1 23.8 23.6 20.7 99.0 99.00
2021 1 01 10 50 139 8.3 10.3 99.00 99.00 99.00 999 1023.2 23.8 23.6 20.8 99.0 99.00
2021 1 01 11 00 142 8.0 10.0 99.00 99.00 99.00 999 1023.3 23.9 23.6 20.8 99.0 99.00
2021 1 01 11 10 143 8.5 10.5 99.00 99.00 99.00 999 1023.3 23.9 23.6 20.6 99.0 99.00
2021 1 01 11 20 143 8.4 10.7 99.00 99.00 99.00 999 1023.4 23.9 23.6 20.8 99.0 99.00
2021 1 01 11 30 144 8.1 10.0 99.00 99.00 99.00 999 1023.4 23.8 23.6 20.8 99.0 99.00
2021 1 01 11 40 148 8.2 10.2 2.17 7.69 5.94 118 1023.5 23.8 23.6 20.7 99.0 99.00
2021 1 01 11 50 147 7.8 9.6 99.00 99.00 99.00 999 1023.7 23.9 23.6 20.8 99.0 99.00
2021 1 01 12 00 148 7.4 9.9 99.00 99.00 99.00 999 1023.7 23.9 23.6 20.8 99.0 99.00
2021 1 01 12 10 148 7.5 9.8 99.00 99.00 99.00 999 1023.8 23.9 23.6 20.9 99.0 99.00
2021 1 01 12 20 148 7.1 8.7 99.00 99.00 99.00 999 1023.9 23.9 23.6 20.9 99.0 99.00
2021 1 01 12 30 147 7.2 9.9 99.00 99.00 99.00 999 1024.1 23.9 23.6 21.0 99.0 99.00
2021 1 01 12 40 149 7.3 9.3 2.01 7.69 5.85 124 1024.0 23.9 23.6 21.0 99.0 99.00
2021 1 01 12 50 148 7.6 9.9 99.00 99.00 99.00 999 1024.1 23.9 23.6 21.0 99.0 99.00
2021 1 01 13 00 149 7.7 9.7 99.00 99.00 99.00 999 1024.1 23.9 23.6 21.1 99.0 99.00
2021 1 01 13 10 146 8.3 10.6 99.00 99.00 99.00 999 1024.3 24.0 23.6 21.1 99.0 99.00
2021 1 01 13 20 146 7.6 9.4 99.00 99.00 99.00 999 1024.5 24.0 23.6 21.1 99.0 99.00
2021 1 01 13 30 144 7.8 10.3 99.00 99.00 99.00 999 1024.6 24.0 23.6 21.1 99.0 99.00
2021 1 01 13 40 144 8.3 10.7 2.08 8.33 5.81 125 1024.6 24.1 23.6 21.1 99.0 99.00
2021 1 01 13 50 145 9.0 11.6 99.00 99.00 99.00 999 1024.7 24.1 23.6 21.0 99.0 99.00
2021 1 01 14 00 145 8.7 11.6 99.00 99.00 99.00 999 1024.7 24.1 23.6 21.1 99.0 99.00
2021 1 01 14 10 147 9.6 12.3 99.00 99.00 99.00 999 1024.8 24.0 23.6 20.9 99.0 99.00
2021 1 01 14 20 147 9.3 11.7 99.00 99.00 99.00 999 1024.9 23.9 23.6 20.9 99.0 99.00
2021 1 01 14 30 146 9.2 11.4 99.00 99.00 99.00 999 1025.1 23.9 23.6 21.0 99.0 99.00
2021 1 01 14 40 149 9.1 11.0 2.17 8.33 5.87 116 1025.1 23.9 23.6 21.0 99.0 99.00
2021 1 01 14 50 151 8.9 10.8 99.00 99.00 99.00 999 1025.0 23.9 23.6 21.1 99.0 99.00
2021 1 01 15 00 148 9.3 11.7 99.00 99.00 99.00 999 1025.0 23.9 23.6 21.1 99.0 99.00
2021 1 01 15 10 149 9.2 11.4 99.00 99.00 99.00 999 1025.2 23.8 23.6 20.8 99.0 99.00
2021 1 01 15 20 149 9.0 11.3 99.00 99.00 99.00 999 1025.2 23.8 23.6 20.8 99.0 99.00
2021 1 01 15 30 149 9.1 11.1 99.00 99.00 99.00 999 1025.0 23.8 23.6 20.8 99.0 99.00
2021 1 01 15 40 150 9.9 12.5 2.00 7.69 5.60 124 1024.9 23.8 23.6 20.6 99.0 99.00
2021 1 01 15 50 149 9.2 11.0 99.00 99.00 99.00 999 1024.8 23.9 23.6 20.8 99.0 99.00
2021 1 01 16 00 152 8.8 11.0 99.00 99.00 99.00 999 1024.7 23.8 23.6 20.9 99.0 99.00
2021 1 01 16 10 151 8.9 10.7 99.00 99.00 99.00 999 1024.5 23.8 23.6 20.9 99.0 99.00
2021 1 01 16 20 153 9.2 11.0 99.00 99.00 99.00 999 1024.4 23.8 23.6 20.9 99.0 99.00
2021 1 01 16 30 152 9.0 11.6 99.00 99.00 99.00 999 1024.2 23.8 23.6 20.9 99.0 99.00
2021 1 01 16 40 150 8.7 10.3 2.10 7.14 5.66 119 1024.2 23.9 23.6 21.0 99.0 99.00
2021 1 01 16 50 152 8.6 10.7 99.00 99.00 99.00 999 1024.1 23.9 23.6 20.9 99.0 99.00
2021 1 01 17 00 154 8.7 10.9 99.00 99.00 99.00 999 1024.0 23.9 23.6 20.9 99.0 99.00
2021 1 01 17 10 155 8.5 10.5 99.00 99.00 99.00 999 1023.8 23.9 23.6 20.9 99.0 99.00
2021 1 01 17 20 154 8.3 10.2 99.00 99.00 99.00 999 1023.7 23.9 23.6 21.0 99.0 99.00
2021 1 01 17 30 155 8.4 10.6 99.00 99.00 99.00 999 1023.6 23.9 23.6 21.0 99.0 99.00
2021 1 01 17 40 156 8.2 10.8 2.01 8.33 5.74 125 1023.4 23.9 23.6 21.0 99.0 99.00
2021 1 01 17 50 158 8.0 9.7 99.00 99.00 99.00 999 1023.2 24.0 23.6 21.1 99.0 99.00
2021 1 01 18 00 159 8.5 10.8 99.00 99.00 99.00 999 1023.1 23.9 23.6 21.0 99.0 99.00
2021 1 01 18 10 158 7.9 9.6 99.00 99.00 99.00 999 1022.9 23.9 23.6 21.1 99.0 99.00
2021 1 01 18 20 155 7.9 9.7 99.00 99.00 99.00 999 1022.8 24.0 23.6 21.1 99.0 99.00
2021 1 01 18 30 153 7.4 9.2 99.00 99.00 99.00 999 1022.7 23.9 23.6 20.8 99.0 99.00
2021 1 01 18 40 157 7.6 9.2 2.03 8.33 5.79 124 1022.5 24.0 23.6 21.1 99.0 99.00
2021 1 01 18 50 162 8.0 10.6 99.00 99.00 99.00 999 1022.5 24.0 23.6 21.2 99.0 99.00
2021 1 01 19 00 161 7.7 9.1 99.00 99.00 99.00 999 1022.5 24.0 23.6 21.1 99.0 99.00
2021 1 01 19 10 159 7.5 9.6 99.00 99.00 99.00 999 1022.4 24.0 23.6 21.2 99.0 99.00
2021 1 01 19 20 156 7.5 9.4 99.00 99.00 99.00 999 1022.3 23.9 23.6 21.1 99.0 99.00
2021 1 01 19 30 159 7.5 9.3 99.00 99.00 99.00 999 1022.3 23.9 23.6 21.1 99.0 99.00
2021 1 01 19 40 156 7.6 10.6 2.07 8.33 5.99 116 1022.2 23.7 23.6 21.3 99.0 99.00
2021 1 01 19 50 152 8.2 10.2 99.00 99.00 99.00 999 1022.1 23.8 23.6 21.4 99.0 99.00
2021 1 01 20 00 151 7.2 9.0 99.00 99.00 99.00 999 1022.1 23.8 23.6 21.6 99.0 99.00
2021 1 01 20 10 154 7.1 8.7 99.00 99.00 99.00 999 1022.2 23.7 23.6 21.6 99.0 99.00
2021 1 01 20 20 163 7.0 8.9 99.00 99.00 99.00 999 1022.2 23.8 23.6 21.5 99.0 99.00
2021 1 01 20 30 166 7.1 8.7 99.00 99.00 99.00 999 1022.2 23.9 23.6 21.4 99.0 99.00
2021 1 01 20 40 167 7.5 9.7 2.26 7.69 6.00 125 1022.2 24.0 23.6 21.3 99.0 99.00
2021 1 01 20 50 166 7.6 9.4 99.00 99.00 99.00 999 1022.2 24.0 23.6 21.2 99.0 99.00
2021 1 01 21 00 166 7.2 8.8 99.00 99.00 99.00 999 1022.2 24.0 23.6 21.3 99.0 99.00
2021 1 01 21 10 168 7.0 8.8 99.00 99.00 99.00 999 1022.2 24.0 23.6 21.2 99.0 99.00
2021 1 01 21 20 169 6.8 9.1 99.00 99.00 99.00 999 1022.3 24.0 23.6 21.1 99.0 99.00
2021 1 01 21 30 168 6.1 7.9 99.00 99.00 99.00 999 1022.3 24.1 23.7 21.3 99.0 99.00
2021 1 01 21 40 168 6.2 7.6 2.13 8.33 5.99 125 1022.3 24.0 23.6 21.3 99.0 99.00
2021 1 01 21 50 172 6.1 8.4 99.00 99.00 99.00 999 1022.4 24.0 23.6 21.2 99.0 99.00
2021 1 01 22 00 174 6.5 8.2 99.00 99.00 99.00 999 1022.5 24.1 23.6 21.1 99.0 99.00
2021 1 01 22 10 172 6.5 7.8 99.00 99.00 99.00 999 1022.5 24.0 23.6 20.9 99.0 99.00
2021 1 01 22 20 170 6.5 8.2 99.00 99.00 99.00 999 1022.5 24.1 23.6 21.0 99.0 99.00
2021 1 01 22 30 173 6.7 8.9 99.00 99.00 99.00 999 1022.6 24.1 23.6 21.0 99.0 99.00
2021 1 01 22 40 173 6.6 7.9 2.26 7.69 6.09 123 1022.6 24.1 23.6 21.0 99.0 99.00
2021 1 01 22 50 167 6.0 7.2 99.00 99.00 99.00 999 1022.5 24.1 23.6 21.2 99.0 99.00
2021 1 01 23 00 167 6.1 7.5 99.00 99.00 99.00 999 1022.5 24.1 23.6 21.4 99.0 99.00
2021 1 01 23 10 163 6.3 8.1 99.00 99.00 99.00 999 1022.6 24.1 23.7 21.4 99.0 99.00
2021 1 01 23 20 164 6.7 8.4 99.00 99.00 99.00 999 1022.8 24.1 23.7 21.3 99.0 99.00
2021 1 01 23 30 164 6.7 8.7 99.00 99.00 99.00 999 1022.8 24.1 23.7 21.3 99.0 99.00
2021 1 01 23 40 167 7.0 9.0 2.07 8.33 5.88 110 1022.7 24.1 23.7 21.1 99.0 99.00
2021 1 01 23 50 168 7.1 8.9 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.0 99.0 99.00
2021 1 02 00 00 168 6.7 8.6 99.00 99.00 99.00 999 1022.8 24.1 23.7 21.1 99.0 99.00
2021 1 02 00 10 166 6.8 8.7 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.1 99.0 99.00
2021 1 02 00 20 165 7.0 9.2 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.2 99.0 99.00
2021 1 02 00 30 167 6.7 8.4 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.3 99.0 99.00
2021 1 02 00 40 167 6.7 8.5 2.12 8.33 6.00 120 1022.6 24.1 23.7 21.3 99.0 99.00
2021 1 02 00 50 169 6.8 8.3 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.3 99.0 99.00
2021 1 02 01 00 171 6.6 8.5 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.3 99.0 99.00
2021 1 02 01 10 174 6.6 8.5 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.3 99.0 99.00
2021 1 02 01 20 175 6.8 8.5 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.3 99.0 99.00
2021 1 02 01 30 173 7.0 8.7 99.00 99.00 99.00 999 1022.7 24.1 23.7 21.2 99.0 99.00
2021 1 02 01 40 172 6.2 7.8 1.94 7.69 5.74 124 1022.6 24.1 23.7 21.4 99.0 99.00
2021 1 02 01 50 169 6.5 8.7 99.00 99.00 99.00 999 1022.5 24.1 23.7 21.5 99.0 99.00
2021 1 02 02 00 171 6.9 8.9 99.00 99.00 99.00 999 1022.5 24.1 23.7 21.2 99.0 99.00
2021 1 02 02 10 170 7.7 10.3 99.00 99.00 99.00 999 1022.3 24.0 23.7 21.4 99.0 99.00
2021 1 02 02 20 171 7.9 9.9 99.00 99.00 99.00 999 1022.5 24.0 23.7 21.3 99.0 99.00
2021 1 02 02 30 175 7.5 10.1 99.00 99.00 99.00 999 1022.8 24.0 23.7 21.4 99.0 99.00
2021 1 02 02 40 174 7.2 9.2 2.05 7.69 5.76 122 1022.8 24.0 23.7 21.3 99.0 99.00
2021 1 02 02 50 180 7.0 9.3 99.00 99.00 99.00 999 1022.8 24.0 23.7 21.3 99.0 99.00
2021 1 02 03 00 183 7.8 10.3 99.00 99.00 99.00 999 1022.9 24.2 23.7 21.1 99.0 99.00
2021 1 02 03 10 184 7.2 9.2 99.00 99.00 99.00 999 1022.8 24.2 23.7 21.2 99.0 99.00
2021 1 02 03 20 180 7.7 9.3 99.00 99.00 99.00 999 1022.8 24.2 23.7 21.0 99.0 99.00
2021 1 02 03 30 183 7.7 9.6 99.00 99.00 99.00 999 1022.9 24.3 23.7 21.0 99.0 99.00
2021 1 02 03 40 181 7.8 9.8 1.98 7.69 5.64 124 1022.9 24.3 23.7 21.0 99.0 99.00
2021 1 02 03 50 181 7.3 8.9 99.00 99.00 99.00 999 1023.0 24.3 23.7 21.2 99.0 99.00
2021 1 02 04 00 184 7.1 9.2 99.00 99.00 99.00 999 1023.0 24.2 23.7 21.2 99.0 99.00
2021 1 02 04 10 188 7.4 9.5 99.00 99.00 99.00 999 1023.0 24.2 23.7 21.2 99.0 99.00
2021 1 02 04 20 186 7.8 9.7 99.00 99.00 99.00 999 1022.9 24.2 23.7 21.1 99.0 99.00
2021 1 02 04 30 186 7.6 10.2 99.00 99.00 99.00 999 1022.8 24.2 23.7 21.1 99.0 99.00
2021 1 02 04 40 186 8.0 10.1 2.09 7.14 5.80 129 1022.7 24.2 23.7 21.0 99.0 99.00
2021 1 02 04 50 185 7.8 10.2 99.00 99.00 99.00 999 1022.6 24.2 23.7 21.1 99.0 99.00
2021 1 02 05 00 183 8.3 10.1 99.00 99.00 99.00 999 1022.5 24.2 23.7 21.1 99.0 99.00
2021 1 02 05 10 183 8.7 10.8 99.00 99.00 99.00 999 1022.5 24.2 23.7 21.0 99.0 99.00
2021 1 02 05 20 181 8.6 10.7 99.00 99.00 99.00 999 1022.3 24.2 23.7 20.9 99.0 99.00
2021 1 02 05 30 180 8.7 10.7 99.00 99.00 99.00 999 1022.2 24.2 23.7 20.9 99.0 99.00
2021 1 02 05 40 176 9.0 11.2 1.94 7.69 5.66 131 1022.2 24.2 23.7 20.6 99.0 99.00
2021 1 02 05 50 179 8.1 10.2 99.00 99.00 99.00 999 1022.2 24.2 23.7 20.7 99.0 99.00
2021 1 02 06 00 179 8.6 10.3 99.00 99.00 99.00 999 1022.3 24.2 23.7 20.5 99.0 99.00
2021 1 02 06 10 179 8.6 11.2 99.00 99.00 99.00 999 1022.1 24.2 23.7 20.5 99.0 99.00
2021 1 02 06 20 177 8.9 10.7 99.00 99.00 99.00 999 1022.1 24.2 23.7 20.5 99.0 99.00
2021 1 02 06 30 182 8.4 10.0 99.00 99.00 99.00 999 1022.1 24.2 23.7 20.6 99.0 99.00
2021 1 02 06 40 178 8.6 10.8 1.89 7.14 5.47 128 1022.0 24.1 23.7 20.5 99.0 99.00
2021 1 02 06 50 181 8.3 10.7 99.00 99.00 99.00 999 1022.1 24.1 23.7 20.5 99.0 99.00
2021 1 02 07 00 178 8.3 10.1 99.00 99.00 99.00 999 1022.0 24.1 23.7 20.6 99.0 99.00
2021 1 02 07 10 178 8.5 10.6 99.00 99.00 99.00 999 1022.1 24.1 23.7 20.7 99.0 99.00
2021 1 02 07 20 180 8.3 10.2 99.00 99.00 99.00 999 1022.0 24.1 23.7 20.7 99.0 99.00
2021 1 02 07 30 177 8.7 10.8 99.00 99.00 99.00 999 1021.9 24.0 23.7 20.3 99.0 99.00
2021 1 02 07 40 178 8.3 10.0 1.95 7.14 5.31 129 1021.8 24.1 23.7 20.4 99.0 99.00
2021 1 02 07 50 177 8.5 10.2 99.00 99.00 99.00 999 1021.7 24.1 23.7 20.4 99.0 99.00
2021 1 02 08 00 175 8.8 10.9 99.00 99.00 99.00 999 1021.6 24.1 23.7 20.4 99.0 99.00
2021 1 02 08 10 177 8.7 11.0 99.00 99.00 99.00 999 1021.5 24.1 23.7 20.4 99.0 99.00
2021 1 02 08 20 176 8.3 10.6 99.00 99.00 99.00 999 1021.5 24.1 23.7 20.5 99.0 99.00
2021 1 02 08 30 177 8.4 10.7 99.00 99.00 99.00 999 1021.6 24.0 23.7 20.3 99.0 99.00
2021 1 02 08 40 179 8.2 10.3 2.01 8.33 5.64 125 1021.5 24.1 23.7 20.3 99.0 99.00
2021 1 02 08 50 177 8.6 10.3 99.00 99.00 99.00 999 1021.5 24.0 23.7 20.2 99.0 99.00
2021 1 02 09 00 181 8.4 10.6 99.00 99.00 99.00 999 1021.5 24.1 23.7 20.4 99.0 99.00
2021 1 02 09 10 181 8.4 10.5 99.00 99.00 99.00 999 1021.5 24.0 23.7 20.3 99.0 99.00
2021 1 02 09 20 180 8.1 10.0 99.00 99.00 99.00 999 1021.5 24.0 23.7 20.2 99.0 99.00
2021 1 02 09 30 180 8.6 10.3 99.00 99.00 99.00 999 1021.4 24.0 23.7 20.2 99.0 99.00
2021 1 02 09 40 180 8.5 10.0 1.86 7.14 5.52 122 1021.3 24.0 23.7 20.2 99.0 99.00
2021 1 02 09 50 177 8.2 10.5 99.00 99.00 99.00 999 1021.3 24.0 23.7 20.3 99.0 99.00
2021 1 02 10 00 177 8.5 10.4 99.00 99.00 99.00 999 1021.2 24.0 23.7 20.2 99.0 99.00
2021 1 02 10 10 175 8.5 10.6 99.00 99.00 99.00 999 1021.3 24.0 23.7 20.3 99.0 99.00
2021 1 02 10 20 179 8.5 10.3 99.00 99.00 99.00 999 1021.4 24.0 23.7 20.3 99.0 99.00
2021 1 02 10 30 178 8.4 10.2 99.00 99.00 99.00 999 1021.3 24.0 23.7 20.3 99.0 99.00
2021 1 02 10 40 176 8.0 10.2 1.88 5.56 5.39 160 1021.4 24.0 23.7 20.4 99.0 99.00
2021 1 02 10 50 176 8.2 10.6 99.00 99.00 99.00 999 1021.3 24.0 23.7 20.5 99.0 99.00
2021 1 02 11 00 175 8.2 10.0 99.00 99.00 99.00 999 1021.3 24.0 23.7 20.5 99.0 99.00
2021 1 02 11 10 174 7.8 9.7 99.00 99.00 99.00 999 1021.3 24.0 23.7 20.6 99.0 99.00
2021 1 02 11 20 174 8.1 9.7 99.00 99.00 99.00 999 1021.5 23.9 23.7 20.4 99.0 99.00
2021 1 02 11 30 174 7.8 9.6 99.00 99.00 99.00 999 1021.5 23.9 23.7 20.5 99.0 99.00
2021 1 02 11 40 178 7.9 10.3 1.98 6.67 5.52 125 1021.6 24.0 23.7 20.5 99.0 99.00
2021 1 02 11 50 174 7.7 9.2 99.00 99.00 99.00 999 1021.7 24.0 23.7 20.5 99.0 99.00
2021 1 02 12 00 173 7.6 9.1 99.00 99.00 99.00 999 1021.7 24.0 23.7 20.6 99.0 99.00
2021 1 02 12 10 179 7.1 9.1 99.00 99.00 99.00 999 1021.8 24.0 23.7 20.8 99.0 99.00
2021 1 02 12 20 179 7.2 8.6 99.00 99.00 99.00 999 1021.7 23.9 23.7 20.7 99.0 99.00
2021 1 02 12 30 180 7.2 9.1 99.00 99.00 99.00 999 1021.8 23.9 23.7 20.5 99.0 99.00
2021 1 02 12 40 181 7.6 9.7 1.81 7.69 5.38 128 1021.8 23.9 23.7 20.3 99.0 99.00
2021 1 02 12 50 180 7.7 9.4 99.00 99.00 99.00 999 1021.9 24.0 23.7 20.3 99.0 99.00
2021 1 02 13 00 181 7.6 9.5 99.00 99.00 99.00 999 1022.0 24.0 23.7 20.3 99.0 99.00
2021 1 02 13 10 178 7.8 9.5 99.00 99.00 99.00 999 1022.0 24.0 23.7 20.2 99.0 99.00
2021 1 02 13 20 177 7.8 9.9 99.00 99.00 99.00 999 1022.1 24.1 23.7 20.2 99.0 99.00
2021 1 02 13 30 177 7.7 9.4 99.00 99.00 99.00 999 1022.2 24.0 23.7 20.1 99.0 99.00
2021 1 02 13 40 176 7.8 9.5 1.77 7.69 5.50 126 1022.2 24.1 23.7 20.2 99.0 99.00
2021 1 02 13 50 176 7.7 9.8 99.00 99.00 99.00 999 1022.3 24.1 23.7 20.2 99.0 99.00
2021 1 02 14 00 179 7.6 9.6 99.00 99.00 99.00 999 1022.4 24.1 23.7 20.3 99.0 99.00
2021 1 02 14 10 179 7.4 9.0 99.00 99.00 99.00 999 1022.6 24.1 23.7 20.4 99.0 99.00
2021 1 02 14 20 177 7.5 9.2 99.00 99.00 99.00 999 1022.6 24.1 23.7 20.5 99.0 99.00
